_id,_labels,description,feature,name,_start,_end,_type,name
792,:Knowledge,可以用SQL语句操作符LIKE进行模式般配，使用“%”代替零个或多个字符，用一个下划线“_”代替一个字符，用[abc]代替a、b、c中的任何一个。,key,模糊查询,,,,
793,:Knowledge,1）格式化模式  format方法中的“格式化模式”是一个用双引号括起的字符序列(字符串)，该字符序列中的字符由格式符和普通字符所构成。format方法返回的字符串就是“格式化模式”中的格式符被替换为它得到的格式化结果后的字符串。2）值列表   format方法中的“值列表”是用逗号分隔的变量、常量或表达式。 3）格式化顺序 format方法默认按从左到右的顺序使用“格式化模式”中的格式符来格式化“值列表”中对应的值，而“格式化模式”中的普通字符保留原样,common,Formatter 类方法,,,,
794,:Knowledge,if-else 语句是双条件分支语句，即根据一个条件来控制程序执行的流程。,key,if-else 语句,,,,
795,:Knowledge,建立一个名字为shop的数据库。操作步骤如下：单击“开始”→“所有程序”→“Microsoft Access”，在新建数据库界面选择“空Access数据库”，然后命名、保存新建的数据库,key,建立数据库,,,,
796,:Knowledge,Formatter类的format方法：format(格式化模式，日期列表)，按着“格式化模式”返回“日期列表”中所列各个日期中所含数据（年，月，日，小时等数据）的字符串表示。format方法中的“格式化模式”是一个用双引号括起的字符序列（字符串），该字符序列中的字符由时间格式符和普通字符所构成。 可以在“格式化模式”中使用“<”，比如："%ty-%<tm-%<td"中的三个格式符将格式化同一日期，即含有“<”的格式符和它前面的格式符格式同一个日期,common,format方法 ,,,,
797,:Knowledge,在shop数据库中创建名字为goods的表。在shop管理的“表”的界面上选择“使用设计器创建表”，然后单击界面上的“设计”菜单，将出现相应的建表界面，我们建立的表是goods，该表的字段(属性)为：number(文本)  name(文本)  madeTime(日期)  price(数字，双精度)。,key,创建表,,,,
798,:Knowledge,使用正则表达式regex做参数得到一个称为模式的Pattern类的实例pattern.模式对象是对正则表达式的封装。Pattern类调用类方法compile(String regex)返回一个模式对象，其中的参数regex是一个正则表达式称为模式对象使用的模式。                               ,common,建立模式对象,,,,
799,:Knowledge,do-while语句的语法格式： do {若干语句} while(表达式);  do- while语句的执行规则是：(1)执行循环体，再进行(2)。 (2)计算表达式的值，如果该值是true时，就进行(1)否则执行(3)。 (3)结束while语句的执行。    ,key,do-while循环,,,,
800,:Knowledge,instanceof 运算符是二目运算符，左面的操作元是一个对象；右面是一个类。当左面的对象是右面的类或子类创建的对象时，该运算符运算的结果是true ，否则是false。,key,instanceof 运算符,,,,
801,:Knowledge,for (表达式1; 表达式2; 表达式3) { 若干语句 } ,key,for循环语句,,,,
802,:Knowledge,StringBuffer类有三个构造方法：1)StringBuffer()2)StringBuffer(int size)3)StringBuffer(String s),common, StringBuffer对象的创建,,,,
803,:Knowledge,StringTokenizer(String s)StringTokenizer(String s，String delim),key,构造方法,,,,
804,:Knowledge,1)创建、修改或删除数据源2)为数据源选择驱动程序 3)数据源名称及对应数据库的所在位置   ,common,ODBC数据源,,,,
805,:Knowledge,calendar对象可以调用方法：public long getTimeInMillis() 可以将时间表示为毫秒。public final void setTime(Date?date)使用给定的 Date 设置此 Calendar 的时间 ，public int get(int field) ：可以获取有关年份、月份、小时、星期等信息,key,Calendar类,,,,
806,:Knowledge, > ， <，>= ，<=，== ，!=,key,关系运算符,,,,
807,:Knowledge,assert booleanExpression;assert booleanExpression:messageException;,common,断言格式,,,,
808,:Knowledge,当一个类被加载且创建对象时，和该类相关的一个类型为Calss的对象就会自动创建，任何对象调用getClass()方法都可以获取和该对象相关的一个Class对象，这个Class对象调用如下的方法可以获取对象的有关信息,common,获取类的有关信息,,,,
809,:Knowledge,构造方法：public BigInteger(String val)  构造一个十进制的BigInteger对象。 常用类方法：public BigInteger add(BigInteger val)  返回当前大整数对象与参数指定的大整数对象的和。public BigInteger subtract(BigInteger val)返回当前大整数对象与参数指定的大整数对象的差。public BigInteger multiply(BigInteger val)返回当前大整数对象与参数指定的大整数对象的积。public BigInteger divide(BigInteger val)返回当前大整数对象与参数指定的大整数对象的商。public BigInteger remainder(BigInteger val)返回当前大整数对象与参数指定的大整数对象的余。public int compareTo(BigInteger val) 返回当前大整数对象与参数指定的大整数的比较结果，返回值是1、-1或0，分别表示当前大整数对象大于、小于或等于参数指定的大整数。public BigInteger pow(int a)  返回当前大整数对象的a次幂。public String toString()  返回当前大整数对象十进制的字符串表示。public String toString(int p)  返回当前大整数对象p进制的字符串表示。,key,BigInteger类,,,,
810,:Knowledge,字符串对象声明：String s; String类较常用构造方法:String(s)，String(char a[]，int startIndex，int count),key,构造字符串对象,,,,
811,:Knowledge,断言语句用于调试代码阶段。在调试代码阶段让断言语句发挥作用，这样就可以发现一些致命的错误，当程序正式运行时就可以关闭断言语句，但仍把断言语句保留在源代码中，如果以后应用程又需要调试，可以重新启用断言语句。,common,断言概念,,,,
812,:Knowledge,JDBC使用java.lang包中的Class类建立JDBC-ODBC桥接器。,common,建立JDBC-ODBC桥接器,,,,
813,:Knowledge,一个方法在声明时可以使用throws关键字声明要产生的若干个异常，并在该方法的方法体中具体给出产生异常的操作，即用相应的异常类创建对象，并使用throw关键字抛出该异常对象，导致该方法结束执行。,key,自定义异常类,,,,
814,:Knowledge,UPDATE <表名>  SET <字段名> = 新值 WHERE <条件子句>，INSERT INTO 表(字段列表) VALUES （对应的具体的记录）或INSERT INTO 表(VALUES （对应的具体的记录），DELETE  FROM  <表名> WHERE <条件子句> ,common,更新、添加和删除记录的SQL语法,,,,
815,:Knowledge,public static int parseInt(String s)public static String valueOf(byte/int/long/float n) public static String valueOf(byte n)public static String valueOf(int n)public static String valueOf(long n)  public static String valueOf(float n)public static String valueOf(double n),key,符串与基本数据的相互转化,,,,
816,:Knowledge,1）%d，%o，%x和%格式符可格式化byte、Byte、short、Short、int、Integer、long和Long型数据2）修饰符：加号修饰符"+"格式化正整数时，强制添加上正号，例如，%+d将123格式化为"+123"。,common,格式化整数 ,,,,
817,:Knowledge,if-elseif 语句是多条件分支语句，即根据多个条件来控制程序执行的流程。,key,if-else if-else 语句,,,,
818,:Knowledge,%d，%o，%x和%格式符,common,格式化浮点数 ,,,,
819,:Knowledge,在对SQL进行预处理时可以使用统配符“？”来代替字段的值，只要在预处理语句执行之前再设置统配符所表示的具体值即可。预处理语句设置统配符“？”的值的常用方法有： void setDate(int parameterIndex，Date x)；void setDouble(int parameterIndex，double x)；void setFloat(int parameterIndex，float x)；void setInt(int parameterIndex，int x)；void setLong(int parameterIndex，long x)；void setString(int parameterIndex，String x) ,common,使用统配符,,,,
,,,,,2,1,Content_Of,知识点9.1
,,,,,19,1,Content_Of,知识点9.2
,,,,,20,19,Knowledge_Of,知识点9.2.1
,,,,,52,19,Knowledge_Of,知识点9.2.2
,,,,,171,0,ChapterOf,第四章
,,,,,7,6,Knowledge_Of,知识点4.1.1
,,,,,8,6,Knowledge_Of,知识点4.1.2
,,,,,9,6,Knowledge_Of,知识点4.1.3
,,,,,53,1,Content_Of,知识点9.3
,,,,,54,53,Knowledge_Of,知识点9.3.1
,,,,,55,53,Knowledge_Of,知识点9.3.2
,,,,,4,3,Knowledge_Of,知识点4.2.1
,,,,,12,3,Knowledge_Of,知识点4.2.4
,,,,,15,5,Knowledge_Of,知识点4.3.1
,,,,,16,5,Knowledge_Of,知识点4.3.2
,,,,,18,5,Knowledge_Of,知识点4.3.4
,,,,,14,3,Knowledge_Of,知识点4.2.6
,,,,,13,3,Knowledge_Of,知识点4.2.5
,,,,,11,3,Knowledge_Of,知识点4.2.3
,,,,,10,3,Knowledge_Of,知识点4.2.2
,,,,,17,5,Knowledge_Of,知识点4.3.3
,,,,,56,53,Knowledge_Of,知识点9.3.1
,,,,,57,1,Content_Of,知识点9.4
,,,,,23,22,Knowledge_Of,知识点4.5.1
,,,,,24,22,Knowledge_Of,知识点4.5.2
,,,,,25,22,Knowledge_Of,知识点4.5.3
,,,,,58,57,Knowledge_Of,知识点9.4.1
,,,,,27,26,Knowledge_Of,知识点4.6.1
,,,,,28,26,Knowledge_Of,知识点4.6.2
,,,,,59,57,Knowledge_Of,知识点9.4.2
,,,,,60,57,Knowledge_Of,知识点9.4.3
,,,,,61,57,Knowledge_Of,知识点9.4.4
,,,,,33,32,Knowledge_Of,知识点4.10.1
,,,,,34,32,Knowledge_Of,知识点4.10.2
,,,,,35,32,Knowledge_Of,知识点4.10.3
,,,,,62,57,Knowledge_Of,知识点9.4.5
,,,,,37,36,Knowledge_Of,知识点4.11.2
,,,,,63,57,Knowledge_Of,知识点9.4.6
,,,,,39,38,Knowledge_Of,知识点4.12.1
,,,,,40,38,Knowledge_Of,知识点4.12.2
,,,,,41,38,Knowledge_Of,知识点4.12.3
,,,,,43,38,Knowledge_Of,知识点4.12.5
,,,,,42,38,Knowledge_Of,知识点4.12.4
,,,,,64,57,Knowledge_Of,知识点9.4.7
,,,,,45,44,Knowledge_Of,知识点4.13.1
,,,,,46,44,Knowledge_Of,知识点4.13.2
,,,,,47,44,Knowledge_Of,知识点4.13.3
,,,,,65,57,Knowledge_Of,知识点9.4.8
,,,,,66,57,Knowledge_Of,知识点9.4.9
,,,,,67,57,Knowledge_Of,知识点9.4.10
,,,,,68,1,Content_Of,知识点9.5
,,,,,69,1,Content_Of,知识点9.6
,,,,,70,69,Knowledge_Of,知识点9.5.1
,,,,,71,69,Knowledge_Of,知识点9.5.2
,,,,,72,69,Knowledge_Of,知识点9.5.3
,,,,,73,69,Knowledge_Of,知识点9.5.4
,,,,,74,69,Knowledge_Of,知识点9.6.5
,,,,,75,1,Content_Of,知识点9.7
,,,,,76,75,Knowledge_Of,知识点9.7.1
,,,,,77,75,Knowledge_Of,知识点9.7.2
,,,,,78,1,Content_Of,知识点9.8
,,,,,79,1,Content_Of,知识点9.9
,,,,,80,1,Content_Of,知识点9.10
,,,,,1,0,ChapterOf,第九章
,,,,,3,171,Content_Of,知识点4.2
,,,,,5,171,Content_Of,知识点4.3
,,,,,6,171,Content_Of,知识点4.1
,,,,,21,171,Content_Of,知识点4.4
,,,,,22,171,Content_Of,知识点4.5
,,,,,26,171,Content_Of,知识点4.6
,,,,,29,171,Content_Of,知识点4.7
,,,,,30,171,Content_Of,知识点4.8
,,,,,31,171,Content_Of,知识点4.9
,,,,,32,171,Content_Of,知识点4.10
,,,,,36,171,Content_Of,知识点4.11
,,,,,38,171,Content_Of,知识点4.12
,,,,,44,171,Content_Of,知识点4.13
,,,,,48,171,Content_Of,知识点4.14
,,,,,49,171,Content_Of,知识点4.15
,,,,,50,171,Content_Of,知识点4.16
,,,,,51,171,Content_Of,知识点4.17
,,,,,203,210,Content_Of,知识点10.1
,,,,,204,210,Content_Of,知识点10.2
,,,,,207,210,Content_Of,知识点10.3
,,,,,208,210,Content_Of,知识点10.4
,,,,,209,210,Content_Of,知识点10.5
,,,,,234,210,Content_Of,知识点10.6
,,,,,235,210,Content_Of,知识点10.7
,,,,,244,210,Content_Of,知识点10.8
,,,,,245,210,Content_Of,知识点10.9
,,,,,250,210,Content_Of,知识点10.10
,,,,,263,210,Content_Of,知识点10.11
,,,,,296,207,Knowledge_Of,知识点10.3.1
,,,,,356,209,Knowledge_Of,知识点10.5.1
,,,,,298,203,Knowledge_Of,知识点10.1.1
,,,,,334,203,Knowledge_Of,知识点10.1.2
,,,,,342,203,Knowledge_Of,知识点10.1.3
,,,,,343,203,Knowledge_Of,知识点10.1.4
,,,,,344,204,Knowledge_Of,知识点10.2.1
,,,,,345,204,Knowledge_Of,知识点10.2.2
,,,,,346,204,Knowledge_Of,知识点10.2.3
,,,,,297,203,Knowledge_Of,知识点10.1.5
,,,,,347,208,Knowledge_Of,知识点10.4.1
,,,,,348,235,Knowledge_Of,知识点10.7.1
,,,,,349,244,Knowledge_Of,知识点10.8.1
,,,,,350,245,Knowledge_Of,知识点10.9.1
,,,,,351,250,Knowledge_Of,知识点10.10.1
,,,,,352,250,Knowledge_Of,知识点10.10.2
,,,,,353,263,Knowledge_Of,知识点10.11.1
,,,,,354,210,Content_Of,知识点10.12
,,,,,355,354,Knowledge_Of,知识点10.12.1
,,,,,357,234,Knowledge_Of,知识点10.6.1
,,,,,205,200,ChapterOf,第五章
,,,,,206,200,ChapterOf,第六章
,,,,,210,200,ChapterOf,第十章
,,,,,211,200,ChapterOf,第一章
,,,,,201,200,ChapterOf,第二章
,,,,,275,201,Content_Of,知识点2.6
,,,,,212,211,Content_Of,知识点1.1
,,,,,213,211,Content_Of,知识点1.2
,,,,,214,211,Content_Of,知识点1.3
,,,,,215,211,Content_Of,知识点1.4
,,,,,216,211,Content_Of,知识点1.5
,,,,,217,211,Content_Of,知识点1.6
,,,,,249,201,Content_Of,知识点2.2
,,,,,267,201,Content_Of,知识点2.5
,,,,,276,201,Content_Of,知识点2.1
,,,,,281,201,Content_Of,知识点2.3
,,,,,282,201,Content_Of,知识点2.4
,,,,,284,205,Content_Of,知识点5.1
,,,,,285,205,Content_Of,知识点5.2
,,,,,286,205,Content_Of,知识点5.3
,,,,,287,205,Content_Of,知识点5.4
,,,,,288,205,Content_Of,知识点5.5
,,,,,289,205,Content_Of,知识点5.6
,,,,,290,205,Content_Of,知识点5.7
,,,,,291,205,Content_Of,知识点5.8
,,,,,292,205,Content_Of,知识点5.9
,,,,,293,205,Content_Of,知识点5.10
,,,,,294,205,Content_Of,知识点5.11
,,,,,218,212,Knowledge_Of,知识点1.1.1
,,,,,219,212,Knowledge_Of,知识点1.1.2
,,,,,220,212,Knowledge_Of,知识点1.1.3
,,,,,221,213,Knowledge_Of,知识点1.2.1
,,,,,222,213,Knowledge_Of,知识点1.2.2
,,,,,223,214,Knowledge_Of,知识点1.3.1
,,,,,224,214,Knowledge_Of,知识点1.3.2
,,,,,225,214,Knowledge_Of,知识点1.3.3
,,,,,226,214,Knowledge_Of,知识点1.3.4
,,,,,227,214,Knowledge_Of,知识点1.3.5
,,,,,228,214,Knowledge_Of,知识点1.3.6
,,,,,229,215,Knowledge_Of,知识点1.4.1
,,,,,230,215,Knowledge_Of,知识点1.4.2
,,,,,232,215,Knowledge_Of,知识点1.4.3
,,,,,233,215,Knowledge_Of,知识点1.4.4
,,,,,236,216,Knowledge_Of,知识点1.5.1
,,,,,237,216,Knowledge_Of,知识点1.5.2
,,,,,238,216,Knowledge_Of,知识点1.5.3
,,,,,239,216,Knowledge_Of,知识点1.5.4
,,,,,240,216,Knowledge_Of,知识点1.5.5
,,,,,241,217,Knowledge_Of,知识点1.6.1
,,,,,242,217,Knowledge_Of,知识点1.6.2
,,,,,243,217,Knowledge_Of,知识点1.6.3
,,,,,246,276,Knowledge_Of,知识点2.1.2
,,,,,247,276,Knowledge_Of,知识点2.1.3
,,,,,248,276,Knowledge_Of,知识点2.1.1
,,,,,261,281,Knowledge_Of,知识点2.3.2
,,,,,262,281,Knowledge_Of,知识点2.3.1
,,,,,264,282,Knowledge_Of,知识点2.4.1
,,,,,265,282,Knowledge_Of,知识点2.4.2
,,,,,266,282,Knowledge_Of,知识点2.4.3
,,,,,270,267,Knowledge_Of,知识点2.5.2
,,,,,271,267,Knowledge_Of,知识点2.5.3
,,,,,272,267,Knowledge_Of,知识点2.5.4
,,,,,273,267,Knowledge_Of,知识点2.5.5
,,,,,274,267,Knowledge_Of,知识点2.5.5
,,,,,277,249,Knowledge_Of,知识点2.2.1
,,,,,278,249,Knowledge_Of,知识点2.2.2
,,,,,279,249,Knowledge_Of,知识点2.2.3
,,,,,280,249,Knowledge_Of,知识点2.2.4
,,,,,283,267,Knowledge_Of,知识点2.5.1
,,,,,295,275,Knowledge_Of,知识点2.6.1
,,,,,300,284,Knowledge_Of,知识点5.1.1
,,,,,301,284,Knowledge_Of,知识点5.1.2
,,,,,302,284,Knowledge_Of,知识点5.1.3
,,,,,303,284,Knowledge_Of,知识点5.1.4
,,,,,304,284,Knowledge_Of,知识点5.1.5
,,,,,305,284,Knowledge_Of,知识点5.1.6
,,,,,306,285,Knowledge_Of,知识点5.2.1
,,,,,307,285,Knowledge_Of,知识点5.2.2
,,,,,308,285,Knowledge_Of,知识点5.2.3
,,,,,309,286,Knowledge_Of,知识点5.3.1
,,,,,310,286,Knowledge_Of,知识点5.3.2
,,,,,311,287,Knowledge_Of,知识点5.4.1
,,,,,312,287,Knowledge_Of,知识点5.4.2
,,,,,313,288,Knowledge_Of,知识点5.5.1
,,,,,314,288,Knowledge_Of,知识点5.5.2
,,,,,315,289,Knowledge_Of,知识点5.5.2
,,,,,316,290,Knowledge_Of,知识点5.7.1
,,,,,299,290,Knowledge_Of,知识点5.7.2
,,,,,317,291,Knowledge_Of,知识点5.8.1
,,,,,318,292,Knowledge_Of,知识点5.9.1
,,,,,319,292,Knowledge_Of,知识点5.9.2
,,,,,320,293,Knowledge_Of,知识点5.10.1
,,,,,321,294,Knowledge_Of,知识点5.11.1
,,,,,322,206,Content_Of,知识点6.1
,,,,,323,206,Content_Of,知识点6.2
,,,,,324,206,Content_Of,知识点6.3
,,,,,325,206,Content_Of,知识点6.4
,,,,,326,206,Content_Of,知识点6.5
,,,,,327,206,Content_Of,知识点6.6
,,,,,328,206,Content_Of,知识点6.7
,,,,,335,327,Knowledge_Of,知识点6.6.1
,,,,,336,328,Knowledge_Of,知识点6.7.1
,,,,,337,206,Content_Of,知识点6.8
,,,,,338,206,Content_Of,知识点6.9
,,,,,329,322,Knowledge_Of,知识点6.1.1
,,,,,330,322,Knowledge_Of,知识点6.1.2
,,,,,331,323,Knowledge_Of,知识点6.2.1
,,,,,332,324,Knowledge_Of,知识点6.3.1
,,,,,333,325,Knowledge_Of,知识点6.4.1
,,,,,339,326,Knowledge_Of,知识点6.5.1
,,,,,340,337,Knowledge_Of,知识点6.8.1
,,,,,341,338,Knowledge_Of,知识点6.9.1
,,,,,715,710,Content_Of,知识点3.3
,,,,,736,713,Content_Of,知识点11.1
,,,,,729,711,Content_Of,知识点8.8
,,,,,738,713,Content_Of,知识点11.3
,,,,,727,711,Content_Of,知识点8.6
,,,,,732,712,Content_Of,知识点7.1
,,,,,741,713,Content_Of,知识点11.6
,,,,,722,711,Content_Of,知识点8.2
,,,,,737,713,Content_Of,知识点11.2
,,,,,739,713,Content_Of,知识点11.4
,,,,,720,710,Content_Of,知识点3.1
,,,,,726,711,Content_Of,知识点8.5
,,,,,731,711,Content_Of,知识点8.10
,,,,,717,710,Content_Of,知识点3.5
,,,,,734,712,Content_Of,知识点7.3
,,,,,743,713,Content_Of,知识点11.8
,,,,,719,710,Content_Of,知识点3.7
,,,,,744,713,Content_Of,知识点11.9
,,,,,742,713,Content_Of,知识点11.7
,,,,,723,711,Content_Of,知识点8.3
,,,,,714,710,Content_Of,知识点3.2
,,,,,740,713,Content_Of,知识点11.5
,,,,,721,711,Content_Of,知识点8.1
,,,,,735,712,Content_Of,知识点7.4
,,,,,725,711,Content_Of,知识点8.4
,,,,,730,711,Content_Of,知识点8.9
,,,,,716,710,Content_Of,知识点3.4
,,,,,724,711,Content_Of,知识点8.4
,,,,,733,712,Content_Of,知识点7.2
,,,,,718,710,Content_Of,知识点3.6
,,,,,728,711,Content_Of,知识点8.7
,,,,,756,740,Knowledge_Of,知识点11.5.1
,,,,,762,717,Knowledge_Of,知识点3.5.2
,,,,,770,720,Knowledge_Of,知识点3.1.7
,,,,,791,720,Knowledge_Of,知识点3.1.5
,,,,,748,723,Knowledge_Of,知识点8.3.1
,,,,,775,727,Knowledge_Of,知识点8.6.1
,,,,,763,729,Knowledge_Of,知识点8.8.2
,,,,,799,717,Knowledge_Of,知识点3.5.3
,,,,,765,742,Knowledge_Of,知识点11.7.2
,,,,,810,721,Knowledge_Of,知识点8.1.1
,,,,,750,734,Knowledge_Of,知识点7.3.2
,,,,,764,720,Knowledge_Of,知识点3.1.6
,,,,,807,735,Knowledge_Of,知识点7.4.2
,,,,,781,732,Knowledge_Of,知识点7.1.2
,,,,,814,740,Knowledge_Of,知识点11.5.2
,,,,,752,716,Knowledge_Of,知识点3.4.1
,,,,,816,728,Knowledge_Of,知识点8.7.2
,,,,,758,731,Knowledge_Of,知识点8.10.3
,,,,,811,735,Knowledge_Of,知识点7.4.1
,,,,,817,715,Knowledge_Of,知识点3.3.3
,,,,,796,726,Knowledge_Of,知识点8.5.1
,,,,,801,717,Knowledge_Of,知识点3.5.1
,,,,,761,738,Knowledge_Of,知识点11.3.1
,,,,,771,726,Knowledge_Of,知识点8.5.2
,,,,,766,733,Knowledge_Of,知识点7.2.1
,,,,,802,729,Knowledge_Of,知识点8.8.1
,,,,,786,743,Knowledge_Of,知识点11.8.1
,,,,,774,737,Knowledge_Of,知识点11.2.1
,,,,,803,722,Knowledge_Of,知识点8.2.1
,,,,,759,721,Knowledge_Of,知识点8.1.2
,,,,,812,738,Knowledge_Of,知识点11.3.2
,,,,,792,739,Knowledge_Of,知识点11.4.5
,,,,,782,742,Knowledge_Of,知识点11.7.1
,,,,,772,720,Knowledge_Of,知识点3.1.1    
,,,,,776,734,Knowledge_Of,知识点7.3.1
,,,,,815,721,Knowledge_Of,知识点8.1.3
,,,,,751,739,Knowledge_Of,知识点11.4.2
,,,,,777,721,Knowledge_Of,知识点8.1.6
,,,,,804,738,Knowledge_Of,知识点11.3.3
,,,,,789,739,Knowledge_Of,知识点11.4.3
,,,,,805,725,Knowledge_Of,知识点8.4.2
,,,,,797,736,Knowledge_Of,知识点11.1.2
,,,,,798,730,Knowledge_Of,知识点8.9.1
,,,,,760,714,Knowledge_Of,知识点3.2.1
,,,,,767,718,Knowledge_Of,知识点3.6.1
,,,,,806,720,Knowledge_Of,知识点3.1.4
,,,,,753,739,Knowledge_Of,知识点11.4.4
,,,,,745,724,Knowledge_Of,知识点8.4.1
,,,,,813,734,Knowledge_Of,知识点7.3.3
,,,,,818,728,Knowledge_Of,知识点8.7.3
,,,,,785,722,Knowledge_Of,知识点8.2.2
,,,,,746,731,Knowledge_Of,知识点8.10.1
,,,,,768,730,Knowledge_Of,知识点8.9.2
,,,,,787,733,Knowledge_Of,知识点7.2.2
,,,,,808,731,Knowledge_Of,知识点8.10.2
,,,,,790,720,Knowledge_Of,知识点3.1.2
,,,,,773,719,Knowledge_Of,知识点3.7.1
,,,,,778,744,Knowledge_Of,知识点11.9.1
,,,,,779,727,Knowledge_Of,知识点8.6.3
,,,,,800,720,Knowledge_Of,知识点3.1.8
,,,,,755,721,Knowledge_Of,知识点8.1.5
,,,,,780,732,Knowledge_Of,知识点7.1.1
,,,,,754,738,Knowledge_Of,知识点11.3.4
,,,,,769,720,Knowledge_Of,知识点3.1.9
,,,,,809,727,Knowledge_Of,知识点8.6.2
,,,,,783,720,Knowledge_Of,知识点3.1.3
,,,,,793,728,Knowledge_Of,知识点8.7.1
,,,,,747,739,Knowledge_Of,知识点11.4.1
,,,,,794,715,Knowledge_Of,知识点3.3.2
,,,,,795,736,Knowledge_Of,知识点11.1.1
,,,,,784,741,Knowledge_Of,知识点11.6.1
,,,,,788,723,Knowledge_Of,知识点8.3.2
,,,,,749,715,Knowledge_Of,知识点3.3.1
,,,,,819,741,Knowledge_Of,知识点11.6.2
,,,,,757,721,Knowledge_Of,知识点8.1.4
,,,,,710,820,Chapter_Of,第三章
,,,,,711,820,Chapter_Of,第八章
,,,,,712,820,Chapter_Of,第七章
,,,,,713,820,Chapter_Of,第十一章
